?cls	?pred	?val	?synType
<http://purl.obolibrary.org/obo/HANCESTRO_0628>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Tupiniquins"	
<http://purl.obolibrary.org/obo/HANCESTRO_0628>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Tupinanquins"	
<http://purl.obolibrary.org/obo/HANCESTRO_0628>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Tupinaquis"	
<http://purl.obolibrary.org/obo/HANCESTRO_0733>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Cambodian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0675>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Karitiana"	
<http://purl.obolibrary.org/obo/HANCESTRO_0688>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Aleut"	
<http://purl.obolibrary.org/obo/HANCESTRO_0842>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Turkish"	
<http://purl.obolibrary.org/obo/HANCESTRO_0746>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Thai"	
<http://purl.obolibrary.org/obo/HANCESTRO_0812>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Bedouin B"	
<http://purl.obolibrary.org/obo/HANCESTRO_0611>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"indo"	
<http://purl.obolibrary.org/obo/HANCESTRO_0611>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pueblos indígenas"	
<http://purl.obolibrary.org/obo/HANCESTRO_0611>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pueblos originarios"	
<http://purl.obolibrary.org/obo/HANCESTRO_0611>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"nativos"	
<http://purl.obolibrary.org/obo/HANCESTRO_0611>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Indígena"	
<http://purl.obolibrary.org/obo/HANCESTRO_0641>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Bantu Kenya"	
<http://purl.obolibrary.org/obo/HANCESTRO_0649>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Luhya"	
<http://purl.obolibrary.org/obo/HANCESTRO_0635>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Biaka"	
<http://purl.obolibrary.org/obo/HANCESTRO_0487>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Indian Asian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0487>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Asian Indian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0014>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Pardo"	
<http://purl.obolibrary.org/obo/HANCESTRO_0014>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Mestizo"	
<http://purl.obolibrary.org/obo/HANCESTRO_0696>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Kyrgyz"	
<http://purl.obolibrary.org/obo/HANCESTRO_0008>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Asian unspecified"	
<http://purl.obolibrary.org/obo/HANCESTRO_0640>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Bantu Herero"	
<http://purl.obolibrary.org/obo/HANCESTRO_0863>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Mexican American"	
<http://purl.obolibrary.org/obo/HANCESTRO_0863>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Chicana"	
<http://purl.obolibrary.org/obo/HANCESTRO_0648>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Khomani San"	
<http://dbpedia.org/resource/North_Korea>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Democratic People's Republic of Korea"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0810>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Armenian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0706>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Hazara"	
<http://purl.obolibrary.org/obo/HANCESTRO_0027>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Chinese Han"	
<http://purl.obolibrary.org/obo/HANCESTRO_0752>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Dai Chinese"	
<http://purl.obolibrary.org/obo/HANCESTRO_0752>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"CDX"	
<http://purl.obolibrary.org/obo/HANCESTRO_0656>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Saharawi"	
<http://purl.obolibrary.org/obo/HANCESTRO_0425>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Surinamer"	
<http://purl.obolibrary.org/obo/HANCESTRO_0730>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Ami"	
<http://purl.obolibrary.org/obo/HANCESTRO_0826>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Icelandic"	
<http://purl.obolibrary.org/obo/HANCESTRO_0839>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Sardinian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0743>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Naxi"	
<http://purl.obolibrary.org/obo/HANCESTRO_0789>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Hazara"	
<http://purl.obolibrary.org/obo/HANCESTRO_0773>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Palestinian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0767>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Finnish"	
<http://purl.obolibrary.org/obo/HANCESTRO_0767>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"FIN"	
<http://purl.obolibrary.org/obo/HANCESTRO_0319>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Korculan"	
<http://purl.obolibrary.org/obo/HANCESTRO_0555>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Israeli Arab"	
<http://purl.obolibrary.org/obo/HANCESTRO_0786>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Brahmin"	
<http://purl.obolibrary.org/obo/HANCESTRO_0772>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Mozabite"	
<http://purl.obolibrary.org/obo/HANCESTRO_0324>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Ashkenazi Jewish"	
<http://purl.obolibrary.org/obo/HANCESTRO_0711>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Uygur"	
<http://purl.obolibrary.org/obo/HANCESTRO_0653>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Mbuti"	
<http://purl.obolibrary.org/obo/HANCESTRO_0571>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Plains American Indian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0727>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Xibo"	
<http://purl.obolibrary.org/obo/HANCESTRO_0820>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Estonian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0724>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"She"	
<http://purl.obolibrary.org/obo/HANCESTRO_0666>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Luhya"	
<http://purl.obolibrary.org/obo/HANCESTRO_0666>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"LWK"	
<http://dbpedia.org/resource/Republic_of_Macedonia>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"The former Yugoslav Republic of Macedonia"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0570>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Pima Indian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0570>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Pima"	
<http://purl.obolibrary.org/obo/HANCESTRO_0570>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Akimel O'otham"	
<http://purl.obolibrary.org/obo/HANCESTRO_0682>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Surui"	
<http://purl.obolibrary.org/obo/HANCESTRO_0793>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Khonda Dora"	
<http://purl.obolibrary.org/obo/HANCESTRO_0627>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Guaraní-Mbyá"	
<http://purl.obolibrary.org/obo/HANCESTRO_0844>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Yemenite Jew"	
<http://purl.obolibrary.org/obo/HANCESTRO_0674>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Chane"	
<http://purl.obolibrary.org/obo/NCIT_C25464>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"COUNTRY"	
<http://purl.obolibrary.org/obo/NCIT_C25464>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Country"	
<http://purl.obolibrary.org/obo/HANCESTRO_0660>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"ACB"	
<http://purl.obolibrary.org/obo/HANCESTRO_0660>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"African Caribbean"	
<http://purl.obolibrary.org/obo/HANCESTRO_0695>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Itelman"	
<http://purl.obolibrary.org/obo/HANCESTRO_0687>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Puerto Rican"	
<http://purl.obolibrary.org/obo/HANCESTRO_0687>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"PUR"	
<http://purl.obolibrary.org/obo/HANCESTRO_0841>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Tajik"	
<http://purl.obolibrary.org/obo/HANCESTRO_0818>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Druze"	
<http://purl.obolibrary.org/obo/HANCESTRO_0673>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Surui"	
<http://purl.obolibrary.org/obo/HANCESTRO_0005>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"white"	
<http://purl.obolibrary.org/obo/HANCESTRO_0005>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Caucasian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0610>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"First peoples"	
<http://purl.obolibrary.org/obo/HANCESTRO_0610>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Native American"	
<http://purl.obolibrary.org/obo/HANCESTRO_0610>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Aboriginal people in North America"	
<http://purl.obolibrary.org/obo/HANCESTRO_0610>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"American Indian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0610>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"First Nations"	
<http://purl.obolibrary.org/obo/HANCESTRO_0610>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Native peoples"	
<http://purl.obolibrary.org/obo/HANCESTRO_0804>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Punjabi"	
<http://purl.obolibrary.org/obo/HANCESTRO_0804>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"PJL"	
<http://dbpedia.org/resource/United_States_Virgin_Islands>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"U.S. Virgin Islands"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0634>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Bantu South Africa"	
<http://dbpedia.org/resource/The_Bahamas>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Bahamas"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0817>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Czech"	
<http://dbpedia.org/resource/Saint_Helena>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"St. Helena"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0007>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Southeast Asian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0721>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Naxi"	
<http://purl.obolibrary.org/obo/HANCESTRO_0809>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Albanian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0647>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Ju|'hoan North"	
<http://purl.obolibrary.org/obo/HANCESTRO_0020>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"non-aboriginal Taiwanese"	
<http://purl.obolibrary.org/obo/HANCESTRO_0751>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Yi"	
<http://purl.obolibrary.org/obo/HANCESTRO_0759>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Bergamo Italian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0745>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"She"	
<http://purl.obolibrary.org/obo/HANCESTRO_0825>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Hungarian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0811>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Basque"	
<http://dbpedia.org/resource/Libya>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Libyan Arab Jamahiriya"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0764>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Tuscan"	
<http://purl.obolibrary.org/obo/HANCESTRO_0750>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Xibo"	
<http://purl.obolibrary.org/obo/HANCESTRO_0758>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Basque"	
<http://purl.obolibrary.org/obo/HANCESTRO_0838>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Samaritan"	
<http://purl.obolibrary.org/obo/HANCESTRO_0742>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Miao"	
<http://purl.obolibrary.org/obo/HANCESTRO_0780>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Hawaiian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0824>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Greek"	
<http://purl.obolibrary.org/obo/HANCESTRO_0719>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Miao"	
<http://purl.obolibrary.org/obo/HANCESTRO_0788>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Burusho"	
<http://purl.obolibrary.org/obo/HANCESTRO_0766>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"CEU"	
<http://purl.obolibrary.org/obo/HANCESTRO_0766>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"CEPH"	
<http://purl.obolibrary.org/obo/HANCESTRO_0705>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Burusho"	
<http://dbpedia.org/resource/Iran>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Iran (Islamic Republic of)"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0718>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Lahu"	
<http://purl.obolibrary.org/obo/HANCESTRO_0771>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Druze"	
<http://purl.obolibrary.org/obo/HANCESTRO_0822>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"French"	
<http://purl.obolibrary.org/obo/HANCESTRO_0779>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Dusun"	
<http://purl.obolibrary.org/obo/HANCESTRO_0644>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Dinka"	
<http://purl.obolibrary.org/obo/HANCESTRO_0668>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Yoruba"	
<http://purl.obolibrary.org/obo/HANCESTRO_0668>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"YRI"	
<http://purl.obolibrary.org/obo/HANCESTRO_0652>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Masai"	
<http://purl.obolibrary.org/obo/HANCESTRO_0652>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"MKK"	
<http://dbpedia.org/resource/United_Kingdom>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"U.K."@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0726>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Tujia"	
<http://dbpedia.org/resource/Tanzania>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"United Republic of Tanzania"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0665>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Gambian Wolof"	
<http://purl.obolibrary.org/obo/HANCESTRO_0665>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"GWW"	
<http://purl.obolibrary.org/obo/HANCESTRO_0651>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Mandenka"	
<http://purl.obolibrary.org/obo/HANCESTRO_0659>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"African Ancestry SW"	
<http://purl.obolibrary.org/obo/HANCESTRO_0659>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"ASW"	
<http://purl.obolibrary.org/obo/HANCESTRO_0739>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Kinh"	
<http://purl.obolibrary.org/obo/HANCESTRO_0681>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Quechua"	
<http://purl.obolibrary.org/obo/HANCESTRO_0689>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Altaian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0843>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Tuscan"	
<http://dbpedia.org/resource/The_Gambia>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Gambia"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0785>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Bengali"	
<http://purl.obolibrary.org/obo/HANCESTRO_0612>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Latine"	
<http://purl.obolibrary.org/obo/HANCESTRO_0612>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Latin"	
<http://purl.obolibrary.org/obo/HANCESTRO_0612>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Latinx"	
<http://purl.obolibrary.org/obo/HANCESTRO_0612>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Mestizo"	
<http://purl.obolibrary.org/obo/HANCESTRO_0612>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Spanish Origin"	
<http://purl.obolibrary.org/obo/HANCESTRO_0612>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Pardo"	
<http://purl.obolibrary.org/obo/HANCESTRO_0612>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Latino/a"	
<http://dbpedia.org/resource/Republic_of_Ireland>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Ireland"	
<http://dbpedia.org/resource/Brunei>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Brunei Darussalam"@en	
<http://dbpedia.org/resource/South_Korea>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Republic of Korea"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0856>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Suruí do Jiparaná"	
<http://purl.obolibrary.org/obo/HANCESTRO_0856>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Suruí de Rondônia"	
<http://purl.obolibrary.org/obo/HANCESTRO_0856>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Suruí"	
<http://purl.obolibrary.org/obo/HANCESTRO_0856>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Paiter"	
<http://purl.obolibrary.org/obo/HANCESTRO_0694>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Even"	
<http://purl.obolibrary.org/obo/HANCESTRO_0680>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Pima"	
<http://purl.obolibrary.org/obo/HANCESTRO_0798>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Punjabi"	
<http://purl.obolibrary.org/obo/HANCESTRO_0737>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Hezhen"	
<http://purl.obolibrary.org/obo/HANCESTRO_0567>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"West Indian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0567>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Preto"	
<http://purl.obolibrary.org/obo/HANCESTRO_0567>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"African Caribbean"	
<http://purl.obolibrary.org/obo/HANCESTRO_0567>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"negro"	
<http://purl.obolibrary.org/obo/HANCESTRO_0567>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Black Caribbean"	
<http://purl.obolibrary.org/obo/HANCESTRO_0567>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Black"	
<http://purl.obolibrary.org/obo/HANCESTRO_0672>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Pima"	
<http://purl.obolibrary.org/obo/HANCESTRO_0723>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Oroqen"	
<http://purl.obolibrary.org/obo/HANCESTRO_0803>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Gujarati"	
<http://purl.obolibrary.org/obo/HANCESTRO_0803>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"GIH"	
<http://purl.obolibrary.org/obo/HANCESTRO_0583>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Han Taiwanese"	
<http://purl.obolibrary.org/obo/HANCESTRO_0736>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Han"	
<http://purl.obolibrary.org/obo/HANCESTRO_0816>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Crete"	
<http://purl.obolibrary.org/obo/HANCESTRO_0720>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Mongolian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0802>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Bengali"	
<http://purl.obolibrary.org/obo/HANCESTRO_0802>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"BEB"	
<http://purl.obolibrary.org/obo/HANCESTRO_0631>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Asháninca"	
<http://purl.obolibrary.org/obo/HANCESTRO_0639>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Yoruba"	
<http://dbpedia.org/resource/East_Timor>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Timor-Leste"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0686>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Peruvian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0686>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"PEL"	
<http://purl.obolibrary.org/obo/HANCESTRO_0840>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Spanish"	
<http://purl.obolibrary.org/obo/HANCESTRO_0744>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Oroqen"	
<http://purl.obolibrary.org/obo/HANCESTRO_0004>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"ancestral group"	
<http://purl.obolibrary.org/obo/HANCESTRO_0853>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Izoceño"	
<http://purl.obolibrary.org/obo/HANCESTRO_0853>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Izoceno"	
<http://purl.obolibrary.org/obo/HANCESTRO_0853>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Chané"	
<http://purl.obolibrary.org/obo/HANCESTRO_0757>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Adygei"	
<http://purl.obolibrary.org/obo/HANCESTRO_0699>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Tlingit"	
<http://purl.obolibrary.org/obo/HANCESTRO_0823>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Georgian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0808>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Adygei"	
<http://purl.obolibrary.org/obo/HANCESTRO_0646>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Gambian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0704>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Brahui"	
<http://dbpedia.org/resource/United_States>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"United States of America"	
<http://purl.obolibrary.org/obo/HANCESTRO_0717>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Japanese"	
<http://purl.obolibrary.org/obo/HANCESTRO_0821>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Finnish"	
<http://purl.obolibrary.org/obo/HANCESTRO_0763>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Sardinian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0703>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Balochi"	
<http://purl.obolibrary.org/obo/HANCESTRO_0667>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Mende"	
<http://purl.obolibrary.org/obo/HANCESTRO_0667>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"MSL"	
<http://purl.obolibrary.org/obo/HANCESTRO_0837>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Saami"	
<http://purl.obolibrary.org/obo/HANCESTRO_0741>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Lahu"	
<http://purl.obolibrary.org/obo/HANCESTRO_0776>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Papuan Sepik"	
<http://purl.obolibrary.org/obo/HANCESTRO_0834>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Palestinian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0449>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Saudi Arabian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0449>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Saudi Arab"	
